[20:43:49.702] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Coordination {1781346275950860}] ()
[20:43:49.702] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Hunter's Boon {1781346275950592}] ()
[20:43:49.703] [@Ta'llia] [@Ta'llia] [Hunter's Boon {1781346275950592}] [ApplyEffect {836045448945477}: Unnatural Might {1781346275950868}] ()
[21:15:43.590] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:15:43.590] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:15:47.060] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:15:48.976] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:03.294] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:16:03.294] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:05.788] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:06.889] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:15.531] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:20.153] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:16:20.153] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:23.335] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:28.238] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:31.043] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:36.136] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:16:36.136] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:37.346] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:37.946] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:46.822] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:52.749] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:16:52.749] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:16:55.243] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:16:55.843] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:02.449] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:07.584] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:09.094] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:17:09.094] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:12.021] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:18.128] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:26.932] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:28.292] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:17:28.292] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:32.786] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:35.960] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:40.877] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:17:44.053] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:17:44.053] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:17:47.498] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:03.048] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:13.461] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:18:13.461] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:14.954] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:15.554] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:20.395] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:22.794] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:30.407] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:18:30.407] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:32.400] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:42.178] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:51.056] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:18:51.056] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:18:52.849] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:54.151] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:18:58.157] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:01.959] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:08.672] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:19:08.672] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:10.965] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:17.424] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:22.025] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:24.734] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:19:24.734] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:27.628] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:33.052] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:35.835] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:44.873] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:19:44.873] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:19:48.763] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:19:50.500] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:01.197] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:20:01.198] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:02.273] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:04.191] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:09.782] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:12.298] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:17.493] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:20:17.493] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:18.902] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:25.328] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:26.409] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:33.822] [@Ta'llia] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:20:33.822] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:20:35.815] [@Ta'llia] [@Xalya] [Life Day Snowball Bomb {3340659922567168}] [RemoveEffect {836045448945478}: Snowflakes {3340659922567424}] ()
[21:20:40.823] [@Xalya] [@Ta'llia] [Life Day Snowball Bomb {3340659922567168}] [ApplyEffect {836045448945477}: Snowflakes {3340659922567424}] ()
[21:21:09.350] [@Ta'llia] [@Ta'llia] [Rocket Boost {2901246113480704}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
[21:21:09.350] [@Ta'llia] [@Ta'llia] [Rocket Boost {2901246113480704}] [ApplyEffect {836045448945477}: Rocket Boost {2901246113480704}] ()
[21:21:21.467] [@Ta'llia] [@Ta'llia] [Rocket Boost {2901246113480704}] [RemoveEffect {836045448945478}: Rocket Boost {2901246113480704}] ()
[21:22:51.273] [@Ta'llia] [@Ta'llia] [Grant Vehicle {1797435223441408}] [Event {836045448945472}: AbilityActivate {836045448945479}] ()
